Company,Model,Display Height,Display Width,Display Size,Display Quality,Display Type,Processor Name,Processor Generation,Memory,Ram,Videocard,Videocard Storage,Illuminated keyboard,Price,Website index
Lenovo,ThinkPad X1 Carbon Gen.,1200,1920,14.0,FHD+,,Core i5,1145G7,256,8,Intel Iris Plus Graphics,,1,462000,1
Lenovo,Legion 5 Pro,1600,2560,16.0,QHD,,Core i7,12700H,1024,32,GeForceRTX3070,8,1,940000,1
Lenovo,Legion Pro 7,1600,2560,16.0,QXGA,,Core i9,13900HX,2048,32,GeForceRTX4090,16,1,1388000,1
LG,"Gram 15""",1600,2560,15.6,QXGA,,Core i7,1165G7,512,16,Intel Iris Plus Graphics,,1,445000,1
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i3,1115G4,256,8,Intel Iris Plus Graphics,,1,279000,1
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i3,1115G4,256,16,Intel Iris Plus Graphics,,1,285000,1
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,10500H,256,8,GeForceGTX1650,4,1,295000,1
MSI,GV15 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,256,8,GeForceGTX1650,4,1,299000,1
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i5,1235U,512,8,Intel Iris Plus Graphics,,1,299000,1
MSI,GV15 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,256,16,GeForceGTX1650,4,1,309000,1
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i5,1235U,512,16,Intel Iris Plus Graphics,,1,309000,1
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,10500H,256,32,GeForceGTX1650,4,1,325000,1
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,512,8,GeForceGTX1650,4,1,335000,1
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i7,1195G7,512,8,Intel Iris Plus Graphics,,1,345000,1
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,512,32,GeForceGTX1650,4,1,360000,1
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,256,8,GeforceRTX3050,4,1,370000,1
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i7,1195G7,512,8,Intel Iris Plus Graphics,,1,379000,1
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,512,8,GeforceRTX3050,4,1,419000,1
MSI,Katan GF66,1080,1920,15.6,FullHD,,Core i7,12650H,512,8,GeforceRTX3050,4,1,499000,1
MSI,Katan GF66,1080,1920,15.6,FullHD,,Core i7,12650H,512,32,GeforceRTX3050,4,1,530000,1
MSI,Katana GF66,1080,1920,15.6,FullHD,,Core i7,12650H,512,16,GeforceRTX3050,4,1,545000,1
MSI,Katana GF66,1080,1920,15.6,FullHD,,Core i7,12650H,512,16,GeForceRTX3050Ti,4,1,555000,1
MSI,GF65 Thin,1080,1920,15.6,FullHD,,Core i7,10750H,512,32,GeForceGTX1660Ti,6,1,579000,1
MSI,Katana GF76,1080,1920,17.3,FullHD,,Core i7,12700H,512,16,GeForceRTX3060,6,1,699000,1
MSI,Summit E16 Flip,1200,1920,15.6,FHD+,,Core i7,1280P,1024,16,Intel Iris Plus Graphics,,1,769000,1
MSI,Vector GP76,1080,1920,17.3,FullHD,,Core i7,12650H,1024,16,GeForceRTX3080Ti,16,1,999000,1
MSI,Raider GE77HX,1080,1920,17.3,FullHD,,Core i7,12800HX,1024,16,GeForceRTX3080Ti,16,1,999000,1
MSI,Raider GE66,1440,2560,15.6,QHD,,Core i7,12700H,1024,32,GeForceRTX3080Ti,16,1,1111000,1
MSI,Stealth GS66,1440,2560,15.6,QHD,,Core i9,12900H,1024,64,GeForceRTX3080,10,1,1162000,1
MSI,Raider GE68HX,1600,2400,16.0,QHD,,Core i9,13950HX,2048,32,GeForceRTX4070,8,1,1200000,1
MSI,Raider GE67HX 12UHS-069US,1440,2560,15.6,QHD,,Core i9,12900HX,1024,32,GeForceRTX3080Ti,16,1,1255000,1
MSI,Raider GE78HX,1440,2560,17.3,QHD,,Core i9,13980HX,2048,64,GeForceRTX4080,12,1,1399000,1
Samsung,GalaxyBook 3 360,1080,1920,15.6,FullHD,,Core i7,1360P,512,16,Intel Iris Plus Graphics,,1,718000,1
Microsoft,Surface Laptop,1504,2256,13.5,QHD,,Core i7,1185G7,256,16,Intel Iris Plus Graphics,,1,598000,1
